wallet_address,total_vol_usd,wash_vol_usd,total_n,wash_n,wash_vol_share,wash_n_share,clean_vol_usd,label
0x1d31ae144d864c7df98aaccab91051a4847175d9,181040.0,165691.86,255,93,0.9152,0.3647,15348.14,volume_farmer
0x7ba5354929bf388707f397c8b21b8322dc954252,1097185.33,2133.58,2000,731,0.0019,0.3655,1095051.75,clean
0x45b0efd6a5bdbd114d9ed30c505cfbaea1eb4857,117554.2,8408.18,2000,142,0.0715,0.071,109146.02,clean
0xb03b826a4fc9893b35d3ddf4f11be824525b6ca1,2580179.56,1241009.42,2000,915,0.481,0.4575,1339170.14,partial_washer
0x9c18dfdcec34de2897f399fe088f3781af51252b,118921.86,117786.65,91,83,0.9905,0.9121,1135.21,volume_farmer
0x2b366034b69b64a444406b2db7ec1ff7869c473b,101378.67,2274.08,2000,132,0.0224,0.066,99104.58,clean
0x4b7410aefbf0f38012b0dfb1131a4de147a9e8d7,245989.74,210380.87,2000,1409,0.8552,0.7045,35608.87,volume_farmer
0xeee89734db13f62660dccaf1a15037402d1a79df,40148.94,700.0,2000,2,0.0174,0.001,39448.94,clean
0xab7b6b4ac0426ada55d895564bee7c26cbdaf350,443008.2,205196.72,2000,485,0.4632,0.2425,237811.48,partial_washer
0x9690d9f51b618222c29567c3b39aac2935a5f2d5,353613.14,110208.41,2000,468,0.3117,0.234,243404.73,partial_washer
0x1f7ffa3efbbe5d075d7c3eefe98dce9d8f05f514,29119.83,26962.07,2000,1939,0.9259,0.9695,2157.76,volume_farmer
0xc5db4adfd28a094bc82fd5b9261ac023abf2d54e,223242.0,134327.23,84,29,0.6017,0.3452,88914.77,volume_farmer
0xbc40bc17d76d2f379dfe15d5746f190111f57727,1280418.1,1528.47,2000,5,0.0012,0.0025,1278889.63,clean
0xc6393f5177345cf7b9d9f3fbb782fd72da00c5a2,2332795.98,371057.68,2000,190,0.1591,0.095,1961738.3,partial_washer
0x86b97c08864fa912ffed1d1d14b4888a82ffa957,20750.04,20543.02,21,20,0.99,0.9524,207.02,volume_farmer
0x6ca3bbd21ece8efe616738d04c5664f746be590f,1421551.1,915305.23,1282,530,0.6439,0.4134,506245.87,volume_farmer
0x46ab24b8e105e5ebfa978926d270ca62f834596b,46186.72,33529.69,58,22,0.726,0.3793,12657.03,volume_farmer
0x18b43bf8498fd71fea183a7331a915303bc69190,51772.58,36436.07,19,12,0.7038,0.6316,15336.51,volume_farmer
0xf6eab31d96d24310f33f258bc48a01bd48bc0a00,681651.39,317194.82,2000,698,0.4653,0.349,364456.57,partial_washer
0x74f1b8944c7b10f7239e3dda0de6b8ee42e816a8,279622.14,7442.21,2000,74,0.0266,0.037,272179.93,clean
0xa9c1c42585fcf8cb3e4fb350e44f21e891f64888,257563.23,257551.23,101,89,1.0,0.8812,12.0,volume_farmer
0x5fc105bdeef10a6c2a8131b951ff45cba317717d,11630.0,0.0,8,0,0.0,0.0,11630.0,clean
0x71bbd61ff9b2294b77c45926f56b6c698786a8c7,157792.39,4563.43,134,3,0.0289,0.0224,153228.96,clean
0xa1782a357ec27ad78ef58394953184fa52522112,348919.8,31174.12,2000,88,0.0893,0.044,317745.69,clean
0xfefb4ab20c207f11278c222e5276546727f74b5d,111042.54,0.0,2000,0,0.0,0.0,111042.54,clean
0xf498b5a087dadea0bb3ca947a6c493105c51a422,77625.31,70798.28,79,59,0.9121,0.7468,6827.03,volume_farmer
0x1574968d67ce80ddbc073b222f9f429989628b9d,556857.51,162350.98,639,113,0.2915,0.1768,394506.53,partial_washer
0x179b8ea9e3bb6a7f7623d8875c287e2c9e454398,123219.03,112940.48,73,18,0.9166,0.2466,10278.55,volume_farmer
0x22e4248bdb066f65c9f11cd66cdd3719a28eef1c,1607740.83,273555.78,2000,281,0.1701,0.1405,1334185.05,partial_washer
0xb3b31be704821b37a056c342ccc3c55ef7aec4ef,117791.49,86728.48,156,100,0.7363,0.641,31063.01,volume_farmer
0x93b9114efd9d72720f0a67205208b332ae6ba48b,258927.1,105341.33,783,160,0.4068,0.2043,153585.78,partial_washer
0x4c784587f81cd53fd3c4e9bf9842dadfb4560fa5,9995.0,0.0,42,0,0.0,0.0,9995.0,clean
0x90448cec34e3cfa75212374ea45ed01a258c6364,224483.21,218892.55,2000,1739,0.9751,0.8695,5590.67,volume_farmer
0x4a3efb4e4d233fbb6e6488e393434670b82a3f97,10538.96,0.0,51,0,0.0,0.0,10538.96,clean
0x7d58067867eab5866fc253bef7011840e38d1466,258225.43,258208.43,74,66,0.9999,0.8919,17.0,volume_farmer
0x9aeb534c42b58b21673d5e03e9da14fbd15b2729,740813.75,87224.71,2000,329,0.1177,0.1645,653589.04,partial_washer
0x92e53057ef2872722a53fe807245bd387e1defee,436679.57,136387.57,2000,233,0.3123,0.1165,300292.0,partial_washer
0x847667d84fc4d81db36689c4f4c5845c8d125418,2841241.64,1212656.29,2000,758,0.4268,0.379,1628585.35,partial_washer
0xc8caa4b9d7b8d61c1eead1f6d7130c74f8e2960b,316974.29,38493.6,2000,100,0.1214,0.05,278480.69,partial_washer
0x6c743aafd813475986dcd930f380a1f50901bd4e,1284042.86,81213.71,2000,163,0.0632,0.0815,1202829.15,clean
0x0d15e2724df455f9e65b15104d21d76412a2c454,640216.62,55168.22,2000,14,0.0862,0.007,585048.4,clean
0x27dfc79bf28d007123743780686d634512f6a99a,231622.48,229832.53,76,69,0.9923,0.9079,1789.95,volume_farmer
0x9390edb223dc541746cc766b9d43cbe55fc8b7af,41224.24,39092.54,156,91,0.9483,0.5833,2131.7,volume_farmer
0xc781e8dd03946230f2f32ab36077998bcb4a59d7,1340340.21,666636.05,2000,515,0.4974,0.2575,673704.16,partial_washer
0x820afc3fb5c278e4647fb205689ab29bb3bc922d,206195.25,180237.25,566,402,0.8741,0.7102,25958.0,volume_farmer
0xff0c984ab8f31600bc1faa15c7c8a14ab0e49193,16658.57,0.0,15,0,0.0,0.0,16658.57,clean
0xf5cfe6f998d597085e366f915b140e82e0869fc6,360093.41,0.0,2000,0,0.0,0.0,360093.41,clean
0x8564848285e54c65f6cc2e3930b49362fbd84b2e,487562.74,72219.24,2000,172,0.1481,0.086,415343.51,partial_washer
0x9fd4ca44be6bf74afc5987aa5b4305f5f748325c,836707.26,504068.96,1801,662,0.6024,0.3676,332638.31,volume_farmer
0x1d4687b8a278eb3dfb0cd0c3f6302998aa92fdb2,213678.71,57549.47,2000,340,0.2693,0.17,156129.24,partial_washer
0xdf705353876ceb2549f0c03ffcb4cba33d785e92,1576305.3,435936.34,2000,319,0.2766,0.1595,1140368.96,partial_washer
0x1d34fedb4bc7b6f255730f0d4ddbd341dab97c14,156979.79,34689.35,2000,126,0.221,0.063,122290.44,partial_washer
0xc709c24cda148fe2adcc98e91c63b3c360473365,10215.0,0.0,7,0,0.0,0.0,10215.0,clean
0xa1e9ab4d47ce17961795c6250a99e07b7c9d8b44,360036.48,206417.24,481,160,0.5733,0.3326,153619.24,volume_farmer
0xdab9ec39003d08acb352d011bb5fa8aa54c4b1e4,8992.53,0.0,44,0,0.0,0.0,8992.53,clean
0xefc16fbfcf59943f3fd43c6bc01bddbda007dfcd,213372.99,69631.98,682,197,0.3263,0.2889,143741.01,partial_washer
0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,41129.5,3.53,2000,2,0.0001,0.001,41125.97,clean
0x4877cfd42b6cc1b1e26d6823c168f568b0f0d812,806102.64,795365.47,532,298,0.9867,0.5602,10737.17,volume_farmer
0xa51af1e755e476d9a54dedaf980a8e8859e79634,26844.29,146.36,640,8,0.0055,0.0125,26697.93,clean
0xf5c49ad254b1d53ea0b86fb285dd3f11dc800926,1663190.59,359864.53,1986,514,0.2164,0.2588,1303326.06,partial_washer
0x033dc6e3e3e0a3ae55402576990392ae910aaf05,266445.43,97929.5,2000,420,0.3675,0.21,168515.93,partial_washer
0x6a63e1c3b7f211574889a0adedc98aeeae02eec2,142597.68,142020.53,2000,1964,0.996,0.982,577.15,volume_farmer
0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,1313646.71,57834.94,2000,32,0.044,0.016,1255811.77,clean
0x879752bca887bc247ba883a52bc45e9c6be6bbbe,338214.18,39272.98,2000,150,0.1161,0.075,298941.2,partial_washer
0x421bf8e567f99bb544f317f38fe71719dbb6ac12,2443174.52,540416.63,2000,144,0.2212,0.072,1902757.89,partial_washer
0x7bb244d0c70293e66dee84f3d0623fbbbf7d682c,298237.83,4000.0,2000,14,0.0134,0.007,294237.83,clean
0xdaef2be2a19ad331737d06545f85615b094554e9,367403.98,72675.6,2000,375,0.1978,0.1875,294728.38,partial_washer
0xbdd474c1268840cf2256ae8a2276c8423c59f3b6,1419910.6,480195.38,2000,533,0.3382,0.2665,939715.22,partial_washer
0x3c5b209601d6cfbbd27e101c96f365c072100584,190854.76,48806.98,2000,35,0.2557,0.0175,142047.78,partial_washer
0x53e55bc7cb3d67ad177c023ce891ad076a9d6177,2062484.92,790146.4,2000,646,0.3831,0.323,1272338.53,partial_washer
